Country,State,District,Year,"Climate Vulnerability Index (UOM:Ratio), Scaling Factor:1","Marginal And Small Landholding (%) (UOM:%(Percentage)), Scaling Factor:1","Area Covered Under Crop Insurance (%) (UOM:%(Percentage)), Scaling Factor:1","Proportion Of The Area Under Rainfed Agriculture (UOM:Ratio), Scaling Factor:1","Total Area Of Forest Per 100 Rural Population (UOM:Ratio), Scaling Factor:1","Women Participation In The Workforce (%) (UOM:%(Percentage)), Scaling Factor:1","Average Days Of Employment Provided Per Household Under Mgnrega In A Year (%) (UOM:%(Percentage)), Scaling Factor:1","Road Density (UOM:Ratio), Scaling Factor:1","Functional Health Centres Per Thousand Population (UOM:Number), Scaling Factor:1","Infant Mortality Rate(Imr) (UOM:Ratio), Scaling Factor:1","Households With Electricity (%) (UOM:%(Percentage)), Scaling Factor:1","Households With The Improved Drinking Water Source (%) (UOM:%(Percentage)), Scaling Factor:1","Yield Variability Of Food Grains (UOM:Ratio), Scaling Factor:1","Per Capita Income (UOM:INR(IndianRupees)), Scaling Factor:1","Livestock Per Population (%) (UOM:%(Percentage)), Scaling Factor:1","Area Under Forest Cover (%) (UOM:%(Percentage)), Scaling Factor:1","Value Of Output Of Total Horticulture Against Value Of Agricultural Output (UOM:Ratio), Scaling Factor:1","Unirrigated Area (%) (UOM:%(Percentage)), Scaling Factor:1","Quantity Ground Water Extracted Per 1000 Hectare (UOM:Number), Scaling Factor:1","Rural Households Having Kisan Credit Card (%) (UOM:%(Percentage)), Scaling Factor:1","Self Help Groups Per 1000 Population (UOM:Number), Scaling Factor:1","Doctors Per 1000 Population (UOM:Number), Scaling Factor:1","Population Below Poverty Line (%) (UOM:%(Percentage)), Scaling Factor:1","Proportion Of Income Generated From Tertiary Sector (UOM:Ratio), Scaling Factor:1","Forest Area Per 1,000 Rural Population (UOM:Number), Scaling Factor:1","Share Of Horticulture In Agriculture (UOM:Ratio), Scaling Factor:1","Proportion Of Net Irrigated Area (UOM:Ratio), Scaling Factor:1","Availability Of Ground Water (UOM:L(Litre)), Scaling Factor:1","Population In Multi- Hazard Areas (%) (UOM:%(Percentage)), Scaling Factor:1","Rural Banks Per 1000 Rural Population (UOM:Number), Scaling Factor:1","Vector Borne Diseases Per 1,000 Population (UOM:Number), Scaling Factor:1","Water Borne Diseases Per 1,000 Population (UOM:Number), Scaling Factor:1","Agricultural Labourers (%) (UOM:%(Percentage)), Scaling Factor:1","Value Of Agricultural Output To Value Of Horticulture Output (UOM:Ratio), Scaling Factor:1","Net Irrigated Area To Net Sown Area (UOM:Ratio), Scaling Factor:1","Length Of Roads Per 100 Sqkm (UOM:Ratio), Scaling Factor:1","Households Availing Banking Services (%) (UOM:%(Percentage)), Scaling Factor:1","Share Of Area Insured Under National Institute Of Advanced Studies (UOM:Ratio), Scaling Factor:1","Net Sown Area Under Horticulture (%) (UOM:%(Percentage)), Scaling Factor:1","Households With Improved Sanitation Facility (%) (UOM:%(Percentage)), Scaling Factor:1","Female Literacy Rate (%) (UOM:%(Percentage)), Scaling Factor:1","Net Area Under Agriculture To Total Geographical Area (%) (UOM:%(Percentage)), Scaling Factor:1","Net Un- Irrigated Area To Net Sown Area (%) (UOM:%(Percentage)), Scaling Factor:1","Households With Monthly Income Of Highest Earning Household Members In A Rural Area Less Than Rs 5,000/- (%) (UOM:%(Percentage)), Scaling Factor:1","Rural Households With No Land Ownership (%) (UOM:%(Percentage)), Scaling Factor:1","Net Irrigated By Net Sown (%) (UOM:%(Percentage)), Scaling Factor:1","Drainage Density (UOM:Ratio), Scaling Factor:1","Natural Resource Management Works Per 1,000 Hectares (UOM:Number), Scaling Factor:1","Anganwadi Centres Per 1000 Hectares (UOM:Number), Scaling Factor:1","Percentage Of Agricultural Area Under Slopes Greater Than 45 Degree (UOM:%(Percentage)), Scaling Factor:1","Total Crop Produced In Both Agricultural And Horticultural Crops (%) (UOM:%(Percentage)), Scaling Factor:1","Main And Local Markets Per Geographical Area (%) (UOM:%(Percentage)), Scaling Factor:1","Water Scarcity (UOM:Number), Scaling Factor:1","Soil Fertility (UOM:Ratio), Scaling Factor:1","Crop Diversification Index (UOM:Ratio), Scaling Factor:1","Road Connectivity (%) (UOM:%(Percentage)), Scaling Factor:1","Access To Market (UOM:Ratio), Scaling Factor:1","Income Diversification Within Agriculture Sector (UOM:INR(IndianRupees)), Scaling Factor:1","Water Availability (UOM:L(Litre)), Scaling Factor:1","Area Under Water Bodies (%) (UOM:%(Percentage)), Scaling Factor:1","Fair Price Shops Per 1000 Population (UOM:Number), Scaling Factor:1","Total Female Workforce (UOM:Number), Scaling Factor:1","Stage Of Groundwater Development (%) (UOM:%(Percentage)), Scaling Factor:1","Cropping Intensity (UOM:Ratio), Scaling Factor:1","Proportion Of Area Under Commercial Crops To Set Sown Area (UOM:Ratio), Scaling Factor:1","Variability Of Crop, Livestock, And Fish Yield (UOM:Ratio), Scaling Factor:1","Available Water Resources Under Fish Culture (%) (UOM:%(Percentage)), Scaling Factor:1","Degree Of Forest Dependence By Rural Tribal Communities (UOM:Ratio), Scaling Factor:1","Approved Minor Forest Produce (Mfp) Microenterprises (UOM:Number), Scaling Factor:1","Dependency Ratio Of Rural Households Below The Poverty Line (UOM:Ratio), Scaling Factor:1","Establishments By Oae, Estt, Micro, Small And Medium (UOM:Number), Scaling Factor:1","Functional Health Care Facilities Per 10,000 Population (UOM:PerTenThousand(10000)), Scaling Factor:1","Households With Any Usual Member Covered By A Health Scheme Or Health Insurance (UOM:Number), Scaling Factor:1"
India,Punjab,S.A.S Nagar,"Calendar Year (Jan - Dec), 2021",0.458,,,,,,34.18,3.2,,37,,,0.08,141439,364.42,,,,,,,5.3,,,31.55,0.1,,,,0.09,0.36,15.42,,,,,,,,,,,,,,,,0.79,,,,,102,,,,,,,,,72628,,,,,,,,,,,
India,Punjab,Sangrur,"Calendar Year (Jan - Dec), 2021",0.514,,,,,,23.79,1.71,,56,,,0.06,127528,505.41,,,,,,,4.6,,,2.02,0.01,,,,0.08,0.26,4.95,,,,,,,,,,,,,,,,1.84,,,,,183,,,,,,,,,32006,,,,,,,,,,,
India,Punjab,Shahid Bhagat Singh Nagar,"Calendar Year (Jan - Dec), 2021",0.488,,,,,,40.29,1.91,,52,,,0.08,137029,302.26,,,,,,,5.5,,,24.24,0.03,,,,0.12,0.69,11.82,,,,,,,,,,,,,,,,4.49,,,,,112,,,,,,,,,34077,,,,,,,,,,,
India,Punjab,Sri Muktsar Sahib,"Calendar Year (Jan - Dec), 2021",0.526,,,,,,26.4,1.65,,61,,,0.05,110254,341.99,,,,,,,4.4,,,2.77,0.07,,,,0.05,0.18,3.21,,,,,,,,,,,,,,,,3.17,,,,,69,,,,,,,,,62627,,,,,,,,,,,
India,Punjab,Tarn Taran,"Calendar Year (Jan - Dec), 2021",0.527,,,,,,28.2,1.49,,47,,,0.09,89894,131.16,,,,,,,4.8,,,1.84,0.02,,,,0.06,0.33,0.63,,,,,,,,,,,,,,,,0.82,,,,,181,,,,,,,,,67063,,,,,,,,,,,
India,Rajasthan,Ajmer,"Calendar Year (Jan - Dec), 2021",0.574,0.71,0.5,,0.02,0.35,61.4,0.1,,72,,,0.26,84093,0.26,,,,,,,,,,,,,,,0.02,0.19,20.49,,,,,,,,,59.1,,,,,,,81.12,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Alwar,"Calendar Year (Jan - Dec), 2021",0.461,0.82,0.55,,0.04,0.42,45.01,0.19,,57,,,0.11,87778,0.29,,,,,,,,,,,,,,,0.03,0.19,36.5,,,,,,,,,44.1,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2021",0.563,0.88,0.37,,0.02,0.47,56.44,0.04,,90,,,0.17,40295,0.44,,,,,,,,,,,,,,,0.02,0.36,21.59,,,,,,,,,52.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2021",0.493,0.64,0.48,,0.1,0.4,58.39,0.03,,68,,,0.19,60288,0.31,,,,,,,,,,,,,,,0.03,0.84,25.19,,,,,,,,,37.8,,,,,,,54.78,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Barmer,"Calendar Year (Jan - Dec), 2021",0.587,0.18,0.61,,0.01,0.42,63.57,0.01,,58,,,0.43,128226,0.36,,,,,,,,,,,,,,,0.01,0.13,6.84,,,,,,,,,52.5,,,,,,,209.74,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2021",0.564,0.77,0.37,,0.01,0.4,41.97,0.12,,60,,,0.1,47878,0.28,,,,,,,,,,,,,,,0.02,0.55,45.04,,,,,,,,,48.5,,,,,,,101.07,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Bhilwara,"Calendar Year (Jan - Dec), 2021",0.549,0.72,0.62,,0.01,0.41,67.93,0.1,,78,,,0.26,81252,0.36,,,,,,,,,,,,,,,0.03,0.2,25.38,,,,,,,,,59.8,,,,,,,146.92,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2021",0.541,0.06,0.4,,0.02,0.35,58.25,0.02,,52,,,0.34,84462,0.39,,,,,,,,,,,,,,,0.04,0.19,6.44,,,,,,,,,51.8,,,,,,,17.96,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Bundi,"Calendar Year (Jan - Dec), 2021",0.5,0.72,0.87,,0.06,0.4,55.2,0.05,,62,,,0.19,65173,0.34,,,,,,,,,,,,,,,0.04,0.35,66.06,,,,,,,,,48.6,,,,,,,60.77,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Chittorgarh,"Calendar Year (Jan - Dec), 2021",0.493,0.71,0.75,,0.08,0.43,54.71,0.06,,72,,,0.18,67678,0.4,,,,,,,,,,,,,,,0.03,0.33,7.83,,,,,,,,,58.1,,,,,,,172.33,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Churu,"Calendar Year (Jan - Dec), 2021",0.536,0.18,0.72,,0.01,0.4,60.55,0.05,,54,,,0.28,52781,0.25,,,,,,,,,,,,,,,0.05,0.1,3.97,,,,,,,,,57.3,,,,,,,69.75,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2021",0.546,0.72,0.45,,0.01,0.42,46.19,0.03,,68,,,0.13,47373,0.2,,,,,,,,,,,,,,,0.02,0.12,45.1,,,,,,,,,57.1,,,,,,,90.33,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2021",0.549,0.81,0.12,,0.04,0.35,55.88,0.09,,66,,,0.11,36523,0.29,,,,,,,,,,,,,,,0.01,0.14,81.37,,,,,,,,,53.9,,,,,,,67.92,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Dungarpur,"Calendar Year (Jan - Dec), 2021",0.55,0.86,0.31,,0.02,0.46,68.21,0.06,,67,,,0.18,35768,0.44,,,,,,,,,,,,,,,0.02,0.43,25.59,,,,,,,,,69,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Ganganagar,"Calendar Year (Jan - Dec), 2021",0.445,0.08,0.52,,0.01,0.35,54.05,0.09,,56,,,0.15,103750,0.3,,,,,,,,,,,,,,,0.03,0.21,10.79,,,,,,,,,62.6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Hanumangarh,"Calendar Year (Jan - Dec), 2021",0.459,0.27,0.75,,0.01,0.39,61.87,0.05,,94,,,0.28,92906,0.33,,,,,,,,,,,,,,,0.03,0.07,19.66,,,,,,,,,68.6,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Jaipur,"Calendar Year (Jan - Dec), 2021",0.506,0.64,0.66,,0.02,0.3,44.45,0.29,,46,,,0.15,89731,0.21,,,,,,,,,,,,,,,0.04,0.18,9,,,,,,,,,37,,,,,,,534.33,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Jaisalmer,"Calendar Year (Jan - Dec), 2021",0.587,0.11,0.58,,0.06,0.37,75.76,0.01,,56,,,0.68,78278,0.57,,,,,,,,,,,,,,,0.03,0.14,15.54,,,,,,,,,41.7,,,,,,,13.33,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Jalore,"Calendar Year (Jan - Dec), 2021",0.513,0.29,0.74,,0.02,0.45,62.32,0.02,,61,,,0.38,48931,0.37,,,,,,,,,,,,,,,0.03,0.05,15.09,,,,,,,,,49.9,,,,,,,144.36,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2021",0.514,0.67,0.74,,0.04,0.41,61.32,0.03,,62,,,0.16,59191,0.32,,,,,,,,,,,,,,,0.03,0.09,28.01,,,,,,,,,68.7,,,,,,,87.31,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2021",0.465,0.7,0.64,,0.01,0.39,62.27,0.11,,50,,,0.21,49513,0.23,,,,,,,,,,,,,,,0.06,0.06,4.03,,,,,,,,,55.7,,,,,,,59.21,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2021",0.553,0.23,0.4,,0,0.35,60.98,0.11,,56,,,0.3,67763,0.26,,,,,,,,,,,,,,,0.02,0.09,14.14,,,,,,,,,49.3,,,,,,,58.99,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Karauli,"Calendar Year (Jan - Dec), 2021",0.554,0.79,0.22,,0.07,0.41,49.79,0.05,,66,,,0.08,46131,0.32,,,,,,,,,,,,,,,0.02,0.13,22.16,,,,,,,,,70.6,,,,,,,174.69,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Kota,"Calendar Year (Jan - Dec), 2021",0.431,0.57,0.92,,0.07,0.29,58.7,0.36,,51,,,0.19,75918,0.17,,,,,,,,,,,,,,,0.07,0.92,41.62,,,,,,,,,53.2,,,,,,,59.42,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Nagaur,"Calendar Year (Jan - Dec), 2021",0.566,0.33,0.44,,0.01,0.4,62.57,0.04,,63,,,0.22,53761,0.26,,,,,,,,,,,,,,,0.02,0.11,12.02,,,,,,,,,57.8,,,,,,,11.63,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Pali,"Calendar Year (Jan - Dec), 2021",0.561,0.53,0.35,,0.04,0.38,62.29,0.05,,71,,,0.29,72449,0.28,,,,,,,,,,,,,,,0.06,0.19,29.98,,,,,,,,,45.7,,,,,,,69.1,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Rajsamand,"Calendar Year (Jan - Dec), 2021",0.553,0.81,0.46,,0.05,0.42,64.7,0.08,,75,,,0.17,73744,0.32,,,,,,,,,,,,,,,0.02,0.52,17.52,,,,,,,,,44.9,,,,,,,84.21,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Sawai Madhopur,"Calendar Year (Jan - Dec), 2021",0.554,0.71,0.5,,0.04,0.41,48.31,0.04,,63,,,0.12,53660,0.22,,,,,,,,,,,,,,,0.03,0.17,24.15,,,,,,,,,66.5,,,,,,,528.46,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Sikar,"Calendar Year (Jan - Dec), 2021",0.485,0.66,0.6,,0.01,0.35,61.67,0.11,,48,,,0.21,58044,0.25,,,,,,,,,,,,,,,0.05,0.06,17.3,,,,,,,,,43.5,,,,,,,35.31,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Sirohi,"Calendar Year (Jan - Dec), 2021",0.536,0.63,0.36,,0.11,0.35,62.31,0.09,,70,,,0.31,72883,0.32,,,,,,,,,,,,,,,0.04,0.17,6.32,,,,,,,,,52.1,,,,,,,36.02,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Tonk,"Calendar Year (Jan - Dec), 2021",0.52,0.58,0.63,,0.01,0.43,45.91,0.04,,68,,,0.19,56744,0.32,,,,,,,,,,,,,,,0.03,0.08,35.18,,,,,,,,,50.5,,,,,,,56.71,,,,,,,,,,,,,,,,,,,,,,,,,
India,Rajasthan,Udaipur,"Calendar Year (Jan - Dec), 2021",0.6,0.82,0.35,,0.11,0.39,54.16,0.03,,76,,,0.17,62289,0.37,,,,,,,,,,,,,,,0.02,0.39,28.77,,,,,,,,,0,,,,,,,27.21,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Ariyalur,"Calendar Year (Jan - Dec), 2021",0.686,0.95,21251,0.61,,0.42,33.78,87,,,,,0.32,16559,71.68,,,,43.31,,,4466.83,,,58.59,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Coimbatore,"Calendar Year (Jan - Dec), 2021",0.462,0.74,3247,0.2,,0.39,47.85,170,,,,,0.58,65781,97.72,,,,121.85,,,5215.75,,,236.55,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Cuddalore,"Calendar Year (Jan - Dec), 2021",0.584,0.93,77936,0.13,,0.41,38.68,119,,,,,0.27,47042,88.43,,,,61.73,,,5665.03,,,22.72,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Dharmapuri,"Calendar Year (Jan - Dec), 2021",0.551,0.93,16474,0.4,,0.42,36.14,55,,,,,0.2,46828,100.25,,,,125.9,,,3326.36,,,136.53,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Dindigul,"Calendar Year (Jan - Dec), 2021",0.509,0.87,41602,0.4,,0.44,54.81,88,,,,,0.32,47812,26.56,,,,110.57,,,5280.62,,,138.64,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Erode,"Calendar Year (Jan - Dec), 2021",0.414,0.81,15582,0.24,,0.43,55.78,122,,,,,0.19,61631,124.62,,,,99.04,,,5803.46,,,209.73,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Kanchipuram,"Calendar Year (Jan - Dec), 2021",0.532,0.94,17759,0.02,,0.36,67.45,129,,,,,0.16,70667,89.35,,,,66.68,,,5338.12,,,21.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Kanniyakumari,"Calendar Year (Jan - Dec), 2021",0.45,0.99,1855,0.16,,0.24,59.27,287,,,,,0.11,81094,114.53,,,,25.49,,,5667.8,,,303.18,21.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Karur,"Calendar Year (Jan - Dec), 2021",0.525,0.81,6321,0.27,,0.44,61.26,96,,,,,0.28,61181,134.31,,,,102.36,,,6412.61,,,18.8,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Krishnagiri,"Calendar Year (Jan - Dec), 2021",0.566,0.92,6495,0.53,,0.39,54.59,59,,,,,0.23,55719,89.42,,,,117.81,,,5837.92,,,111.47,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Madurai,"Calendar Year (Jan - Dec), 2021",0.585,0.95,20760,0.16,,0.42,48.06,128,,,,,0.14,56506,70.02,,,,69.7,,,3956.06,,,46.61,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Nagapattinam,"Calendar Year (Jan - Dec), 2021",0.541,0.91,153950,0.06,,0.34,48.39,95,,,,,0.49,34640,87.63,,,,135.92,,,4631.66,,,12.71,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Namakkal,"Calendar Year (Jan - Dec), 2021",0.526,0.89,26216,0.36,,0.44,53.64,124,,,,,0.28,58133,121.05,,,,135.19,,,4531.76,,,56.22,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Perambalur,"Calendar Year (Jan - Dec), 2021",0.688,0.93,67714,0.72,,0.48,36,61,,,,,0.55,17922,81.67,,,,12.78,,,3324.84,,,30.18,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Pudukkottai,"Calendar Year (Jan - Dec), 2021",0.572,0.95,85222,0.06,,0.41,60.26,75,,,,,0.22,37390,127.88,,,,120.44,,,5041.57,,,28.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Ramanathapuram,"Calendar Year (Jan - Dec), 2021",0.663,0.94,137030,0.43,,0.39,53.07,76,,,,,0.57,37707,35.66,,,,46.82,,,4101.35,,,27.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Salem,"Calendar Year (Jan - Dec), 2021",0.56,0.92,31473,0.41,,0.42,51.03,117,,,,,0.21,48802,136.79,,,,12.9,,,3890.57,,,86.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Sivaganga,"Calendar Year (Jan - Dec), 2021",0.565,0.95,89731,0.04,,0.41,56.1,85,,,,,0.41,41912,109.3,,,,145.76,,,2457.07,,,35.6,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Thanjavur,"Calendar Year (Jan - Dec), 2021",0.491,0.93,98192,0.03,,0.34,50.79,129,,,,,0.24,40366,101.84,,,,18.17,,,3912.02,,,22.26,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,The Nilgiris,"Calendar Year (Jan - Dec), 2021",0.504,0.94,2229,0.98,,0.44,43.21,104,,,,,0.1,44993,49.41,,,,109.89,,,3116.08,,,577,89.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Theni,"Calendar Year (Jan - Dec), 2021",0.522,0.71,6082,0.27,,0.43,35.31,87,,,,,0.2,35539,62.87,,,,74.56,,,2952.37,,,204.4,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Thiruvallur,"Calendar Year (Jan - Dec), 2021",0.553,0.89,162755,0.01,,0.43,62.8,89,,,,,0.48,54259,69.74,,,,110.93,,,3359.42,,,83.51,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Thiruvarur,"Calendar Year (Jan - Dec), 2021",0.468,0.93,24320,0.3,,0.43,37.78,127,,,,,0.18,35241,120.6,,,,89.56,,,5910.97,,,66.41,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Tiruchirappalli,"Calendar Year (Jan - Dec), 2021",0.515,0.67,11842,0.32,,0.34,60.45,95,,,,,0.21,27408,89.5,,,,69.71,,,2684.24,,,6.71,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Tirunelveli,"Calendar Year (Jan - Dec), 2021",0.486,0.95,32080,0.08,,0.39,52.07,157,,,,,0.15,63467,47.08,,,,43.03,,,3075.88,,,29.4,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Tiruppur,"Calendar Year (Jan - Dec), 2021",0.502,0.95,94363,0.16,,0.42,61.32,99,,,,,0.11,65011,97.16,,,,64.62,,,4376.67,,,34.06,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Tiruvannamalai,"Calendar Year (Jan - Dec), 2021",,0.84,137335,0.59,,0.41,48.96,123,,,,,0.26,72479,111.23,,,,88.26,,,8790.96,,,88.15,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Tuticorin,"Calendar Year (Jan - Dec), 2021",0.54,0.93,59939,0.08,,0.36,62.24,89,,,,,0.16,70778,60.91,,,,120.49,,,10591.2,,,21.97,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Vellore,"Calendar Year (Jan - Dec), 2021",0.527,0.95,30504,0.34,,0.38,51.71,87,,,,,0.18,52900,104.12,,,,117.79,,,5165.79,,,81.41,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Villupuram,"Calendar Year (Jan - Dec), 2021",,0.94,106051,0.24,,0.42,36.49,78,,,,,0.11,30181,76.68,,,,91.21,,,4569.18,,,29.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Tamil Nadu,Virudhunagar,"Calendar Year (Jan - Dec), 2021",0.617,0.9,47975,0.42,,0.44,43.24,75,,,,,0.28,70689,76.63,,,,65.11,,,4954.82,,,36.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Telangana,Adilabad,"Calendar Year (Jan - Dec), 2021",0.502,0.01,0.23,0.75,,0.82,0.41,0.76,,0.29,,,0.78,0.89,0.97,,,,,,,0.67,,,0.54,0.91,,,,0.9,0.61,1,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,
India,Telangana,Bhadradri Kothagudem,"Calendar Year (Jan - Dec), 2021",,0.7,0.74,0.33,,0.58,0.33,0.95,,0.88,,,0.22,0.89,1,,,,,,,0.45,,,0.14,0.37,,,,0.39,0.48,0.33,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,
India,Telangana,Hanumakonda,"Calendar Year (Jan - Dec), 2021",,1,0.96,0.06,,0.82,0.81,0,,0.06,,,0.11,0.96,0.3,,,,,,,0.91,,,0.99,0.84,,,,0.55,0.09,0.13,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,
India,Telangana,Jagitial,"Calendar Year (Jan - Dec), 2021",,0.82,0.57,0.07,,0.38,0.7,0.65,,0.76,,,0.67,1,0.48,,,,,,,0.72,,,0.89,0.26,,,,0.6,0,0.16,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,
India,Telangana,Jangoan,"Calendar Year (Jan - Dec), 2021",,0.45,0.74,0.28,,0.91,0.61,0.16,,0.12,,,0.5,0.96,0.3,,,,,,,0.72,,,0.99,0.86,,,,0.95,0.04,0.1,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,0.97,,,,,,,,,,
